segment_id,seq,highway,road_class,road_class_rank,maxspeed_mph,speed_limit_source,speed_limit_conf,lanes,lanes_int,oneway,oneway_bool,surface,bridge,tunnel,name,ref,lit,lit_bool,cycleway,cycleway_type,width,width_m
1757737014_000000,0,residential,residential,1,30.0,nyc_default_30mph,medium,2,2,False,0,,,,9th Avenue,,,,,none,,
1757737014_000000,1,residential,residential,1,15.0,nyc_default_15mph,medium,1,1,True,1,,,,55th Street,,,,,none,,
1757737014_000000,2,residential,residential,1,40.0,nyc_default_40mph,medium,2,2,False,0,,,,9th Avenue,,,,,none,,
1757737014_000000,3,residential,residential,1,25.0,nyc_default_25mph,medium,2,2,False,0,,,,9th Avenue,,,,,none,,
1757737014_000000,4,residential,residential,1,25.0,nyc_default_25mph,medium,2,2,False,0,,,,9th Avenue,,,,,none,,
1757737014_000000,5,residential,residential,1,30.0,tag,high,,,True,1,,,,53rd Street,,,,,none,,
1757737014_000000,6,residential,residential,1,25.0,nyc_default_25mph,medium,2,2,False,0,,,,9th Avenue,,,,,none,,
1757737014_000000,7,residential,residential,1,30.0,nyc_default_30mph,medium,2,2,False,0,,,,9th Avenue,,,,,none,,
1757737014_000001,0,residential,residential,1,25.0,nyc_default_25mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,1,residential,residential,1,20.0,nyc_default_20mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,2,residential,residential,1,30.0,nyc_default_30mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,3,residential,residential,1,30.0,nyc_default_30mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,4,residential,residential,1,25.0,nyc_default_25mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,5,residential,residential,1,30.0,nyc_default_30mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,6,residential,residential,1,25.0,nyc_default_25mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,7,residential,residential,1,50.0,nyc_default_50mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,8,residential,residential,1,20.0,nyc_default_20mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,9,residential,residential,1,50.0,nyc_default_50mph,medium,2,2,False,0,,,,19th Avenue,,,,,none,,
1757737014_000001,10,residential,residential,1,30.0,nyc_default_30mph,medium,1,1,True,1,,,,55th Street,,,,,none,,
1757737014_000001,11,residential,residential,1,30.0,nyc_default_30mph,medium,1,1,True,1,,,,55th Street,,,,,none,,
1757737014_000002,0,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Columbus Avenue,,,,,none,,
1757737014_000002,1,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Columbus Avenue,,,,,none,,
1757737014_000002,2,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Columbus Avenue,,,,,none,,
1757737014_000002,3,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Columbus Avenue,,,,,none,,
1757737014_000002,4,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Columbus Avenue,,,,,none,,
1757737014_000002,5,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Columbus Avenue,,,,,none,,
1757737014_000002,6,residential,residential,1,25.0,tag,high,1,1,True,1,,,,West 97th Street,,,,,none,,
1757737014_000002,7,residential,residential,1,25.0,tag,high,1,1,True,1,,,,West 97th Street,,,,,none,,
1757737014_000002,8,residential,residential,1,25.0,tag,high,1,1,True,1,,,,West 97th Street,,,,,none,,
1757737014_000002,9,residential,residential,1,25.0,tag,high,1,1,True,1,,,,West 97th Street,,,,,none,,
1757737014_000002,10,residential,residential,1,25.0,tag,high,1,1,True,1,,,,West 97th Street,,,,,none,,
1757737014_000002,11,residential,residential,1,25.0,tag,high,1,1,True,1,,,,West 100th Street,,,,,none,,
1757737014_000002,12,residential,residential,1,25.0,tag,high,1,1,True,1,,,,West 100th Street,,,,,none,,
1757737014_000002,13,residential,residential,1,25.0,tag,high,1,1,True,1,,,,West 100th Street,,,,,none,,
1757737014_000003,0,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,1,residential,residential,1,35.0,nyc_default_35mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,2,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,55th Road,,,,,none,,
1757737014_000003,3,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,55th Road,,,,,none,,
1757737014_000003,4,residential,residential,1,15.0,nyc_default_15mph,medium,,,True,1,,,,55th Road,,,,,none,,
1757737014_000003,5,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,55th Road,,,,,none,,
1757737014_000003,6,residential,residential,1,50.0,nyc_default_50mph,medium,,,True,1,,,,55th Road,,,,,none,,
1757737014_000003,7,residential,residential,1,50.0,nyc_default_50mph,medium,,,True,1,,,,55th Road,,,,,none,,
1757737014_000003,8,residential,residential,1,35.0,nyc_default_35mph,medium,,,True,1,,,,55th Road,,,,,none,,
1757737014_000003,9,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,10,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,11,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,12,residential,residential,1,40.0,nyc_default_40mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,13,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,14,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,15,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,16,residential,residential,1,45.0,nyc_default_45mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,17,tertiary,tertiary,2,30.0,nyc_default_30mph,medium,,,False,0,,,,55th Drive,,,,,none,,
1757737014_000003,18,residential,residential,1,35.0,nyc_default_35mph,medium,,,True,1,,,,59th Street,,,,,none,,
1757737014_000003,19,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,59th Street,,,,,none,,
1757737014_000003,20,residential,residential,1,30.0,nyc_default_30mph,medium,,,True,1,,,,59th Street,,,,,none,,
1757737014_000003,21,tertiary,tertiary,2,35.0,nyc_default_35mph,medium,,,False,0,,,,59th Street,,,,,none,,
1757737014_000003,22,tertiary,tertiary,2,40.0,nyc_default_40mph,medium,,,False,0,,,,59th Street,,,,,none,,
1757737014_000004,0,tertiary,tertiary,2,40.0,nyc_default_40mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,1,motorway,motorway,6,55.0,tag,high,3,3,True,1,,yes,,New Jersey Turnpike Eastern Spur,I 95;NJTP,,,,none,,
1757737014_000004,2,motorway,motorway,6,55.0,tag,high,3,3,True,1,,yes,,New Jersey Turnpike Eastern Spur,I 95;NJTP,,,,none,,
1757737014_000004,3,motorway,motorway,6,55.0,tag,high,3,3,True,1,,yes,,New Jersey Turnpike Eastern Spur,I 95;NJTP,,,,none,,
1757737014_000004,4,motorway,motorway,6,55.0,tag,high,3,3,True,1,,yes,,New Jersey Turnpike Eastern Spur,I 95;NJTP,,,,none,,
1757737014_000004,5,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,6,tertiary,tertiary,2,45.0,nyc_default_45mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,7,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,8,tertiary,tertiary,2,40.0,nyc_default_40mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,9,tertiary,tertiary,2,30.0,nyc_default_30mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,10,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,11,tertiary,tertiary,2,30.0,nyc_default_30mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,12,tertiary,tertiary,2,30.0,nyc_default_30mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000004,13,tertiary,tertiary,2,50.0,nyc_default_50mph,medium,3,3,False,0,,,,West Side Avenue,,,,,none,,
1757737014_000005,0,unclassified,other,-1,15.0,tag,high,3,3,False,0,,,,Bay Plaza,,,,,none,,
1757737014_000005,1,unclassified,other,-1,15.0,tag,high,3,3,False,0,,,,Bay Plaza,,,,,none,,
1757737014_000005,2,unclassified,other,-1,15.0,tag,high,3,3,False,0,,,,Bay Plaza,,,,,none,,
1757737014_000005,3,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,4,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,5,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,6,tertiary,tertiary,2,15.0,tag,high,4,4,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,7,tertiary,tertiary,2,15.0,tag,high,4,4,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,8,tertiary,tertiary,2,15.0,tag,high,4,4,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,9,tertiary,tertiary,2,15.0,tag,high,4,4,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,10,tertiary,tertiary,2,15.0,tag,high,4,4,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,11,tertiary,tertiary,2,15.0,tag,high,4,4,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,12,tertiary,tertiary,2,15.0,tag,high,4,4,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,13,tertiary,tertiary,2,15.0,tag,high,4,4,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,14,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,15,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,16,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,17,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,18,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,19,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,20,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,21,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,22,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,23,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,24,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,25,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,26,tertiary,tertiary,2,15.0,tag,high,3,3,False,0,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,30,tertiary,tertiary,2,15.0,tag,high,1,1,True,1,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,31,tertiary,tertiary,2,15.0,tag,high,1,1,True,1,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,32,tertiary,tertiary,2,15.0,tag,high,1,1,True,1,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,33,tertiary,tertiary,2,15.0,tag,high,1,1,True,1,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,34,tertiary,tertiary,2,15.0,tag,high,1,1,True,1,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,35,tertiary,tertiary,2,15.0,tag,high,1,1,True,1,,,,Bay Plaza Boulevard,,,,,none,,
1757737014_000005,36,secondary,secondary,3,25.0,tag,high,3,3,True,1,,,,Baychester Avenue,,,,,none,,
1757737014_000005,37,secondary,secondary,3,25.0,tag,high,3,3,True,1,,,,Baychester Avenue,,,,,none,,
1757737014_000006,0,residential,residential,1,25.0,tag,high,2,2,False,0,,yes,,Carlton Avenue,,,,,none,,
1757737014_000006,1,residential,residential,1,25.0,tag,high,2,2,False,0,,yes,,Carlton Avenue,,,,,none,,
1757737014_000006,2,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,3,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,4,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,5,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,6,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,7,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,8,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,9,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,10,primary,primary,4,25.0,tag,high,3,3,True,1,,,,Atlantic Avenue,,,,,none,,
1757737014_000006,11,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,12,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,13,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,14,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,15,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,16,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,17,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,18,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,19,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,20,secondary,secondary,3,20.0,tag,high,5,5,False,0,,,,Vanderbilt Avenue,,,,,none,,
1757737014_000006,21,residential,residential,1,20.0,tag,high,,,False,0,,,,Pacific Street,,,,,none,,
1757737014_000006,22,residential,residential,1,20.0,tag,high,,,False,0,,,,Pacific Street,,,,,none,,
1757737014_000007,0,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,73rd Place,,,,,none,,
1757737014_000007,1,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,,,False,0,,,,51st Avenue,,,,,none,,
1757737014_000007,2,tertiary,tertiary,2,50.0,nyc_default_50mph,medium,,,False,0,,,,51st Avenue,,,,,none,,
1757737014_000007,3,tertiary,tertiary,2,40.0,nyc_default_40mph,medium,,,False,0,,,,51st Avenue,,,,,none,,
1757737014_000007,4,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,,,False,0,,,,51st Avenue,,,,,none,,
1757737014_000007,7,tertiary,tertiary,2,25.0,nyc_default_25mph,medium,,,False,0,,,,51st Avenue,,,,,none,,
1757737014_000007,8,residential,residential,1,30.0,nyc_default_30mph,medium,,,True,1,,,,Ireland Street,,,,,none,,
1757737014_000007,9,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,Ireland Street,,,,,none,,
1757737014_000007,10,residential,residential,1,25.0,nyc_default_25mph,medium,,,True,1,,,,Ireland Street,,,,,none,,
1757737014_000008,0,primary,primary,4,15.0,nyc_default_15mph,medium,1,1,True,1,,,,Fulton Street,,,,,none,,
1757737014_000008,1,primary,primary,4,35.0,nyc_default_35mph,medium,5,5,False,0,,,,Pennsylvania Avenue,,,,,none,,
1757737014_000008,2,primary,primary,4,20.0,nyc_default_20mph,medium,5,5,False,0,,,,Pennsylvania Avenue,,,,,none,,
1757737014_000008,3,primary,primary,4,50.0,nyc_default_50mph,medium,5,5,False,0,,,,Pennsylvania Avenue,,,,,none,,
1757737014_000008,4,primary,primary,4,45.0,nyc_default_45mph,medium,5,5,False,0,,,,Pennsylvania Avenue,,,,,none,,
1757737014_000008,5,primary,primary,4,40.0,nyc_default_40mph,medium,5,5,False,0,,,,Pennsylvania Avenue,,,,,none,,
1757737014_000008,6,primary,primary,4,40.0,nyc_default_40mph,medium,5,5,False,0,,,,Pennsylvania Avenue,,,,,none,,
1757737014_000008,7,primary,primary,4,25.0,nyc_default_25mph,medium,5,5,False,0,,,,Pennsylvania Avenue,,,,,none,,
1757737014_000008,8,primary,primary,4,35.0,nyc_default_35mph,medium,5,5,False,0,,,,Pennsylvania Avenue,,,,,none,,
1757737014_000008,9,secondary,secondary,3,40.0,nyc_default_40mph,medium,,,True,1,,,,Jamaica Avenue,,,,,none,,
1757737014_000008,10,secondary,secondary,3,30.0,nyc_default_30mph,medium,2,2,True,1,,,,Jamaica Avenue,,,,,none,,
1757737014_000008,11,secondary,secondary,3,20.0,nyc_default_20mph,medium,,,True,1,,,,Jamaica Avenue,,,,,none,,
1757737014_000008,12,primary,primary,4,35.0,nyc_default_35mph,medium,,,False,0,,,,Bushwick Avenue,,,,,none,,
1757737014_000008,13,primary,primary,4,25.0,nyc_default_25mph,medium,,,False,0,,,,Bushwick Avenue,,,,,none,,
1757737014_000008,14,primary,primary,4,35.0,nyc_default_35mph,medium,,,False,0,,,,Bushwick Avenue,,,,,none,,
1757737014_000008,15,residential,residential,1,30.0,nyc_default_30mph,medium,,,True,1,,,,Fanchon Place,,,,,none,,
1757737014_000008,16,primary,primary,4,50.0,nyc_default_50mph,medium,,,False,0,,,,Bushwick Avenue,,,,,none,,
1757737014_000009,0,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,Audrey Zapp Drive,,,,,none,,
1757737014_000009,1,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,Audrey Zapp Drive,,,,,none,,
1757737014_000009,2,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,Audrey Zapp Drive,,,,,none,,
1757737014_000009,3,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,Audrey Zapp Drive,,,,,none,,
1757737014_000009,4,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,Audrey Zapp Drive,,,,,none,,
1757737014_000009,5,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,6,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,7,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,8,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,9,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,10,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,11,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,12,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,13,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,14,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,15,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,16,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,17,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,18,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,19,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,20,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,21,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,22,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,23,unclassified,other,-1,25.0,tag,high,1,1,True,1,,,,Freedom Way,,,,,none,,
1757737014_000009,24,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,Audrey Zapp Drive,,,,,none,,
1757737014_000010,0,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,1,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,2,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,3,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,4,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,5,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,6,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,7,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,8,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,9,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,10,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,11,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,12,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,13,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,14,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,15,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,16,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,17,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,West 205th Street,,,,,none,,
1757737014_000010,18,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,West 205th Street,,,,,none,,
1757737014_000010,19,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,West 205th Street,,,,,none,,
1757737014_000010,20,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,West 205th Street,,,,,none,,
1757737014_000010,21,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,West 205th Street,,,,,none,,
1757737014_000010,22,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,West 205th Street,,,,,none,,
1757737014_000010,23,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,West 205th Street,,,,,none,,
1757737014_000010,24,unclassified,other,-1,25.0,tag,high,2,2,False,0,,,,West 205th Street,,,,,none,,
1757737014_000010,25,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,26,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,27,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,28,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000010,29,residential,residential,1,25.0,tag,high,2,2,False,0,,,,Paul Avenue,,,,,none,,
1757737014_000011,0,secondary,secondary,3,25.0,nyc_default_25mph,medium,,,True,1,,,,East 54th Street,,,,,none,,
1757737014_000011,1,secondary,secondary,3,40.0,nyc_default_40mph,medium,,,True,1,,,,East 54th Street,,,,,none,,
1757737014_000011,2,secondary,secondary,3,35.0,nyc_default_35mph,medium,,,True,1,,,,East 54th Street,,,,,none,,
1757737014_000011,3,primary,primary,4,25.0,tag,high,5,5,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,4,primary,primary,4,25.0,tag,high,4,4,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,5,primary,primary,4,25.0,tag,high,4,4,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,6,primary,primary,4,25.0,tag,high,5,5,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,7,primary,primary,4,25.0,tag,high,5,5,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,8,primary,primary,4,25.0,tag,high,5,5,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,9,primary,primary,4,25.0,tag,high,5,5,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,10,residential,residential,1,25.0,tag,high,3,3,True,1,,,,East 56th Street,,,,,none,,
1757737014_000011,11,primary,primary,4,25.0,tag,high,6,6,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,12,primary,primary,4,25.0,tag,high,6,6,True,1,,,,1st Avenue,,,,,none,,
1757737014_000011,13,primary,primary,4,25.0,tag,high,5,5,False,0,,,,East 57th Street,,,,,none,,
1757737014_000012,0,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Glassboro Avenue,,,,,none,,
1757737014_000012,1,residential,residential,1,20.0,nyc_default_20mph,medium,,,False,0,,,,Glassboro Avenue,,,,,none,,
1757737014_000012,2,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Glassboro Avenue,,,,,none,,
1757737014_000012,3,residential,residential,1,50.0,nyc_default_50mph,medium,,,False,0,,,,Liverpool Street,,,,,none,,
1757737014_000012,4,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Liverpool Street,,,,,none,,
1757737014_000012,5,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Liverpool Street,,,,,none,,
1757737014_000012,6,residential,residential,1,25.0,nyc_default_25mph,medium,,,False,0,,,,Liverpool Street,,,,,none,,
1757737014_000012,7,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Liverpool Street,,,,,none,,
1757737014_000012,8,residential,residential,1,30.0,nyc_default_30mph,medium,,,False,0,,,,Liverpool Street,,,,,none,,
1757737014_000012,9,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,Liverpool Street,,,,,none,,
1757737014_000012,10,residential,residential,1,15.0,nyc_default_15mph,medium,,,False,0,,,,Arlington Terrace,,,,,none,,
